hash_id,transaction_date,quantity,sales_amount,discount_amount,after_compensation_sales_amount,cost,grossprofit_amount,item_name,unit_point
cust_00000005,2024-12-15 14:48:42.513273,1,215.86,23.25,192.61,142.09,73.77,Item_702,2.0
cust_00000005,2025-07-04 14:48:42.513295,4,814.52,110.14,704.38,573.21,241.31,Item_667,8.0
cust_00000006,2025-06-28 14:48:42.513348,4,343.62,0.65,342.96,219.04,124.57,Item_320,3.0
cust_00000007,2025-02-04 14:48:42.513408,3,958.71,37.45,921.26,653.49,305.23,Item_298,10.0
cust_00000007,2025-01-05 14:48:42.513437,3,4270.43,217.54,4052.89,3202.61,1067.82,Item_907,43.0
cust_00000007,2025-06-20 14:48:42.513457,2,302.75,8.21,294.55,203.52,99.23,Item_409,3.0
cust_00000007,2025-08-02 14:48:42.513477,2,6112.63,671.13,5441.5,4292.08,1820.55,Item_275,61.0
cust_00000007,2025-08-17 14:48:42.513510,2,600.43,11.48,588.95,396.65,203.79,Item_784,6.0
cust_00000007,2025-03-27 14:48:42.513530,3,638.46,0.14,638.31,463.74,174.72,Item_541,6.0
cust_00000007,2025-04-24 14:48:42.513552,1,5042.49,380.54,4661.95,3475.32,1567.17,Item_704,50.0
cust_00000007,2025-06-17 14:48:42.513572,1,1651.97,59.34,1592.63,1070.82,581.15,Item_746,17.0
cust_00000007,2025-06-11 14:48:42.513591,3,5251.27,718.65,4532.61,3678.8,1572.46,Item_559,53.0
cust_00000007,2025-06-05 14:48:42.513611,1,144.45,25.99,118.46,108.9,35.55,Item_45,1.0
cust_00000007,2025-01-31 14:48:42.513633,3,190.06,14.55,175.52,151.16,38.9,Item_897,2.0
cust_00000007,2025-07-24 14:48:42.513652,2,1741.18,320.15,1421.03,1391.27,349.91,Item_113,17.0
cust_00000007,2025-08-19 14:48:42.513671,2,1279.79,25.64,1254.15,927.43,352.36,Item_616,13.0
cust_00000007,2025-04-04 14:48:42.513690,2,2484.35,336.86,2147.49,1798.39,685.96,Item_542,25.0
cust_00000007,2025-04-14 14:48:42.513708,2,480.59,18.79,461.8,298.75,181.84,Item_897,5.0
cust_00000007,2025-03-09 14:48:42.513727,2,1947.18,79.83,1867.36,1535.27,411.91,Item_219,19.0
cust_00000007,2025-09-08 14:48:42.513746,3,1456.69,289.31,1167.38,1126.7,329.99,Item_842,15.0
cust_00000007,2025-08-05 14:48:42.513765,3,1419.99,148.48,1271.51,971.99,447.99,Item_937,14.0
cust_00000007,2025-08-21 14:48:42.513783,2,739.62,92.73,646.89,519.77,219.85,Item_341,7.0
cust_00000007,2025-04-14 14:48:42.513802,2,680.01,84.25,595.76,476.66,203.35,Item_582,7.0
cust_00000007,2025-01-04 14:48:42.513821,1,1314.9,177.95,1136.95,874.19,440.71,Item_669,13.0
cust_00000007,2025-02-13 14:48:42.513842,1,1136.2,31.12,1105.08,720.09,416.11,Item_42,11.0
cust_00000007,2025-05-09 14:48:42.513862,3,3922.23,676.67,3245.56,3099.96,822.27,Item_79,39.0
cust_00000007,2025-01-16 14:48:42.513881,3,3589.63,692.94,2896.69,2619.2,970.43,Item_470,36.0
cust_00000008,2025-07-16 14:48:42.513933,3,264.96,34.07,230.89,190.38,74.58,Item_115,3.0
cust_00000008,2024-11-03 14:48:42.513966,1,534.16,52.21,481.95,426.06,108.1,Item_547,5.0
cust_00000008,2025-06-07 14:48:42.513991,1,159.76,24.53,135.22,105.91,53.85,Item_256,2.0
cust_00000009,2025-02-15 14:48:42.514043,2,29.0,2.69,26.31,20.47,8.53,Item_540,0.0
cust_00000009,2024-11-03 14:48:42.514072,1,420.31,51.47,368.84,259.72,160.59,Item_676,4.0
cust_00000009,2025-03-23 14:48:42.514095,1,805.56,134.96,670.6,635.19,170.37,Item_593,8.0
cust_00000009,2025-04-09 14:48:42.514117,1,4314.45,800.19,3514.27,2962.3,1352.15,Item_216,43.0
cust_00000010,2025-03-14 14:48:42.514171,3,107.3,6.38,100.91,68.7,38.59,Item_563,1.0
cust_00000010,2025-01-10 14:48:42.514201,3,266.78,24.62,242.16,188.44,78.34,Item_304,3.0
cust_00000011,2025-07-11 14:48:42.514264,1,247.94,38.68,209.26,158.87,89.08,Item_213,2.0
cust_00000011,2025-02-04 14:48:42.514293,5,271.78,20.43,251.35,211.08,60.7,Item_484,3.0
cust_00000011,2024-10-16 14:48:42.514317,1,3553.75,103.32,3450.43,2561.27,992.47,Item_157,36.0
cust_00000012,2025-06-19 14:48:42.514373,1,1013.94,52.79,961.15,707.64,306.3,Item_742,10.0
cust_00000012,2024-12-30 14:48:42.514404,1,276.72,19.99,256.72,179.2,97.51,Item_342,3.0
cust_00000012,2025-03-09 14:48:42.514426,4,550.92,73.27,477.65,349.94,200.98,Item_955,6.0
cust_00000012,2025-06-07 14:48:42.514448,1,493.99,11.19,482.8,299.31,194.67,Item_526,5.0
cust_00000013,2025-09-05 14:48:42.514514,1,162.39,8.87,153.53,118.45,43.94,Item_8,2.0
cust_00000013,2024-12-12 14:48:42.514548,5,500.01,13.1,486.91,399.04,100.97,Item_166,5.0
cust_00000013,2025-03-02 14:48:42.514571,2,34.98,0.68,34.3,27.11,7.86,Item_251,0.0
cust_00000014,2025-02-13 14:48:42.514628,1,359.42,22.36,337.06,226.41,133.0,Item_118,4.0
cust_00000014,2024-12-28 14:48:42.514657,1,683.1,124.23,558.87,492.66,190.44,Item_448,7.0
cust_00000014,2025-05-03 14:48:42.514680,1,548.26,82.05,466.21,381.4,166.86,Item_653,5.0
cust_00000014,2025-01-07 14:48:42.514701,1,547.89,15.51,532.38,346.32,201.57,Item_502,5.0
cust_00000014,2025-03-20 14:48:42.514723,1,1955.26,150.44,1804.83,1303.88,651.39,Item_191,20.0
cust_00000014,2024-10-18 14:48:42.514743,3,576.14,98.05,478.09,357.06,219.09,Item_831,6.0
cust_00000014,2025-02-05 14:48:42.514767,1,489.3,45.37,443.93,363.87,125.43,Item_24,5.0
cust_00000014,2024-11-10 14:48:42.514789,1,664.72,63.72,601.0,405.63,259.09,Item_37,7.0
cust_00000015,2024-12-15 14:48:42.514839,2,114.13,6.29,107.85,74.84,39.29,Item_719,1.0
cust_00000015,2025-07-11 14:48:42.514869,2,638.71,12.01,626.7,492.6,146.12,Item_154,6.0
cust_00000015,2025-08-22 14:48:42.514892,2,2013.8,369.97,1643.83,1276.2,737.6,Item_851,20.0
cust_00000015,2025-06-15 14:48:42.514916,1,395.6,16.09,379.51,308.43,87.17,Item_974,4.0
cust_00000016,2025-02-02 14:48:42.514972,1,1235.12,130.3,1104.83,963.98,271.14,Item_202,12.0
cust_00000016,2025-08-22 14:48:42.514999,4,667.13,100.02,567.1,469.29,197.83,Item_623,7.0
cust_00000016,2025-02-27 14:48:42.515020,2,3019.94,472.74,2547.2,1951.65,1068.28,Item_590,30.0
cust_00000016,2025-03-30 14:48:42.515041,1,1804.97,233.11,1571.86,1403.91,401.06,Item_37,18.0
cust_00000016,2025-05-21 14:48:42.515062,2,992.36,83.99,908.37,659.68,332.68,Item_409,10.0
cust_00000016,2025-01-21 14:48:42.515081,5,3141.79,56.51,3085.28,2394.89,746.9,Item_715,31.0
cust_00000016,2025-01-10 14:48:42.515105,3,5696.9,841.92,4854.98,4075.09,1621.81,Item_953,57.0
cust_00000016,2025-08-24 14:48:42.515126,1,627.95,42.93,585.02,377.69,250.26,Item_81,6.0
cust_00000016,2025-09-14 14:48:42.515146,2,327.21,11.32,315.88,249.04,78.16,Item_113,3.0
cust_00000016,2024-10-14 14:48:42.515165,5,2082.14,146.77,1935.36,1367.53,714.61,Item_134,21.0
cust_00000016,2025-06-11 14:48:42.515185,1,1534.9,200.87,1334.03,1070.31,464.59,Item_295,15.0
cust_00000016,2024-10-04 14:48:42.515206,4,793.95,13.16,780.79,506.38,287.57,Item_183,8.0
cust_00000016,2025-09-12 14:48:42.515225,5,1534.18,127.91,1406.27,1074.45,459.73,Item_167,15.0
cust_00000016,2025-02-10 14:48:42.515245,5,1738.54,277.06,1461.49,1182.68,555.86,Item_931,17.0
cust_00000016,2025-07-06 14:48:42.515269,4,4848.58,663.69,4184.89,3511.76,1336.82,Item_76,48.0
cust_00000016,2025-08-19 14:48:42.515291,1,695.82,77.65,618.18,420.02,275.8,Item_814,7.0
cust_00000016,2025-05-24 14:48:42.515310,3,2144.02,70.42,2073.59,1314.09,829.92,Item_377,21.0
cust_00000016,2024-12-19 14:48:42.515330,2,1808.7,142.11,1666.59,1176.83,631.88,Item_325,18.0
cust_00000016,2024-11-20 14:48:42.515350,3,623.38,63.46,559.92,443.47,179.9,Item_704,6.0
cust_00000016,2024-10-11 14:48:42.515369,1,4770.58,142.55,4628.03,3001.35,1769.23,Item_257,48.0
cust_00000017,2024-11-03 14:48:42.515418,1,5688.24,298.39,5389.85,3689.97,1998.27,Item_138,57.0
cust_00000017,2024-11-01 14:48:42.515444,2,5057.99,260.41,4797.57,3263.81,1794.18,Item_172,51.0
cust_00000017,2025-07-20 14:48:42.515465,1,7506.76,111.81,7394.95,5346.03,2160.72,Item_380,75.0
cust_00000017,2025-01-06 14:48:42.515491,3,2111.87,403.13,1708.73,1630.61,481.26,Item_498,21.0
cust_00000017,2025-07-27 14:48:42.515515,1,867.8,12.6,855.19,528.92,338.87,Item_121,9.0
cust_00000017,2025-01-04 14:48:42.515542,4,1275.57,133.15,1142.41,996.07,279.49,Item_701,13.0
cust_00000017,2025-01-07 14:48:42.515565,1,2156.66,236.9,1919.76,1557.91,598.75,Item_890,22.0
cust_00000017,2025-04-22 14:48:42.515585,1,1948.9,217.41,1731.49,1355.49,593.41,Item_940,19.0
cust_00000017,2024-12-02 14:48:42.515604,1,5825.25,368.12,5457.14,3797.47,2027.78,Item_276,58.0
cust_00000017,2025-09-04 14:48:42.515623,1,3559.24,521.76,3037.49,2147.1,1412.14,Item_584,36.0
cust_00000017,2024-11-08 14:48:42.515643,1,1044.62,45.83,998.79,704.9,339.71,Item_80,10.0
cust_00000017,2024-12-09 14:48:42.515662,3,2309.24,57.35,2251.9,1447.89,861.35,Item_913,23.0
cust_00000017,2025-08-16 14:48:42.515681,3,2946.1,231.24,2714.86,1781.86,1164.24,Item_590,29.0
cust_00000017,2024-11-14 14:48:42.515700,1,2277.13,369.16,1907.97,1707.98,569.15,Item_89,23.0
cust_00000017,2025-01-04 14:48:42.515720,4,1310.85,25.93,1284.92,995.87,314.98,Item_397,13.0
cust_00000017,2024-10-22 14:48:42.515739,1,5159.78,105.38,5054.4,3201.18,1958.59,Item_519,52.0
cust_00000017,2025-05-29 14:48:42.515759,1,3435.45,368.03,3067.42,2361.56,1073.9,Item_700,34.0
cust_00000017,2025-06-08 14:48:42.515778,2,3488.15,584.21,2903.94,2438.81,1049.34,Item_662,35.0
cust_00000017,2024-11-07 14:48:42.515801,1,1815.09,16.94,1798.14,1159.96,655.13,Item_222,18.0
cust_00000017,2025-07-15 14:48:42.515820,2,5036.79,389.38,4647.41,3240.53,1796.26,Item_968,50.0
cust_00000017,2024-10-24 14:48:42.515840,2,3443.49,331.33,3112.16,2752.11,691.38,Item_96,34.0
cust_00000017,2024-11-06 14:48:42.515861,5,1436.77,122.38,1314.39,862.7,574.07,Item_502,14.0
cust_00000017,2025-01-06 14:48:42.515883,2,1553.62,241.15,1312.47,1225.17,328.45,Item_845,16.0
cust_00000018,2025-09-11 14:48:42.515949,3,258.23,21.54,236.69,202.28,55.95,Item_681,3.0
cust_00000018,2025-02-22 14:48:42.515979,3,279.52,7.65,271.87,177.58,101.94,Item_205,3.0
cust_00000018,2025-05-25 14:48:42.516011,4,355.06,46.68,308.38,233.65,121.41,Item_718,4.0
cust_00000018,2024-12-15 14:48:42.516034,3,41.49,4.58,36.92,29.51,11.98,Item_464,0.0
cust_00000019,2024-11-25 14:48:42.516093,2,1014.59,41.97,972.62,776.37,238.22,Item_422,10.0
cust_00000019,2025-04-16 14:48:42.516121,2,398.63,39.68,358.95,311.7,86.93,Item_237,4.0
cust_00000019,2025-05-12 14:48:42.516142,4,1017.51,92.19,925.33,733.75,283.76,Item_135,10.0
cust_00000019,2025-01-16 14:48:42.516163,2,317.9,46.51,271.39,212.82,105.08,Item_196,3.0
cust_00000019,2025-03-13 14:48:42.516184,3,448.08,30.65,417.43,337.6,110.48,Item_657,4.0
cust_00000019,2025-08-30 14:48:42.516204,2,5822.19,303.57,5518.62,4161.08,1661.1,Item_784,58.0
cust_00000019,2025-02-04 14:48:42.516225,2,1647.26,201.74,1445.52,1089.17,558.1,Item_208,16.0
cust_00000019,2024-10-01 14:48:42.516245,1,400.34,23.69,376.65,268.01,132.33,Item_647,4.0
cust_00000020,2024-10-11 14:48:42.516293,3,121.49,20.23,101.27,95.55,25.95,Item_786,1.0
cust_00000020,2024-10-09 14:48:42.516322,2,1311.11,237.56,1073.55,869.74,441.37,Item_395,13.0
cust_00000020,2025-06-06 14:48:42.516345,1,498.6,17.51,481.09,372.09,126.51,Item_671,5.0
cust_00000020,2025-04-14 14:48:42.516367,3,706.92,38.81,668.11,547.25,159.67,Item_888,7.0
cust_00000020,2025-09-03 14:48:42.516392,2,1346.99,251.56,1095.43,937.57,409.42,Item_15,13.0
cust_00000021,2025-03-19 14:48:42.516442,2,1450.99,147.24,1303.75,1083.37,367.63,Item_66,15.0
cust_00000021,2025-07-02 14:48:42.516479,1,2233.41,242.71,1990.71,1462.89,770.53,Item_378,22.0
cust_00000021,2025-05-26 14:48:42.516519,1,599.26,33.22,566.04,440.97,158.3,Item_880,6.0
cust_00000021,2024-11-30 14:48:42.516540,2,548.88,21.49,527.39,399.5,149.38,Item_489,5.0
cust_00000021,2025-03-18 14:48:42.516581,1,1340.63,88.0,1252.63,912.14,428.49,Item_765,13.0
cust_00000021,2024-11-12 14:48:42.516616,1,380.2,26.12,354.08,232.79,147.41,Item_235,4.0
cust_00000021,2025-05-19 14:48:42.516650,1,8298.12,262.38,8035.74,6328.02,1970.11,Item_417,83.0
cust_00000021,2024-12-07 14:48:42.516682,5,4337.53,362.34,3975.19,2921.25,1416.28,Item_581,43.0
cust_00000021,2024-12-10 14:48:42.516712,3,940.1,146.11,793.99,676.86,263.24,Item_483,9.0
cust_00000021,2025-08-31 14:48:42.516745,2,1326.14,246.04,1080.1,875.0,451.13,Item_333,13.0
cust_00000021,2025-01-29 14:48:42.516774,1,829.43,90.59,738.85,594.58,234.85,Item_816,8.0
cust_00000021,2025-05-22 14:48:42.516802,3,940.76,52.28,888.48,574.05,366.71,Item_539,9.0
cust_00000021,2024-10-14 14:48:42.516836,3,455.48,88.93,366.54,280.26,175.22,Item_546,5.0
cust_00000021,2025-05-29 14:48:42.516930,4,339.71,66.7,273.01,218.08,121.63,Item_800,3.0
cust_00000021,2025-02-04 14:48:42.516960,5,322.52,26.27,296.25,216.04,106.49,Item_449,3.0
cust_00000022,2025-03-10 14:48:42.517026,1,1666.74,209.95,1456.79,1064.66,602.08,Item_389,17.0
cust_00000022,2025-03-10 14:48:42.517052,4,400.87,65.05,335.82,303.8,97.08,Item_201,4.0
cust_00000022,2025-04-20 14:48:42.517072,1,7177.96,144.58,7033.39,4871.5,2306.46,Item_55,72.0
cust_00000022,2024-12-13 14:48:42.517092,1,1416.1,84.24,1331.87,1019.36,396.75,Item_442,14.0
cust_00000022,2025-01-05 14:48:42.517116,4,1976.09,35.97,1940.11,1457.45,518.64,Item_931,20.0
cust_00000022,2025-01-30 14:48:42.517137,1,8137.63,697.81,7439.81,5435.44,2702.18,Item_572,81.0
cust_00000022,2025-04-01 14:48:42.517156,2,1093.73,4.38,1089.35,767.29,326.44,Item_145,11.0
cust_00000022,2024-10-07 14:48:42.517175,4,3092.95,539.8,2553.15,2046.6,1046.35,Item_150,31.0
cust_00000022,2025-06-19 14:48:42.517195,1,471.18,59.71,411.48,350.41,120.77,Item_862,5.0
cust_00000022,2024-12-01 14:48:42.517222,5,1185.6,224.05,961.55,734.71,450.89,Item_721,12.0
cust_00000022,2024-11-27 14:48:42.517242,2,514.19,27.13,487.06,334.76,179.42,Item_946,5.0
cust_00000022,2025-04-24 14:48:42.517262,1,1627.42,1.8,1625.62,1086.07,541.35,Item_14,16.0
cust_00000022,2025-08-22 14:48:42.517281,1,991.3,96.74,894.56,778.89,212.41,Item_809,10.0
cust_00000022,2025-05-02 14:48:42.517300,1,1143.78,141.93,1001.85,699.12,444.66,Item_14,11.0
cust_00000022,2025-06-13 14:48:42.517319,1,1227.68,22.15,1205.53,920.51,307.17,Item_81,12.0
cust_00000022,2025-01-11 14:48:42.517338,3,279.74,42.43,237.31,178.94,100.8,Item_506,3.0
cust_00000022,2025-09-14 14:48:42.517357,2,2541.15,93.01,2448.14,2001.47,539.68,Item_745,25.0
cust_00000022,2025-04-10 14:48:42.517376,2,1226.6,115.1,1111.5,956.96,269.65,Item_466,12.0
cust_00000022,2025-06-21 14:48:42.517395,3,1198.95,206.11,992.84,944.59,254.36,Item_823,12.0
cust_00000022,2025-07-27 14:48:42.517415,2,500.27,6.84,493.42,372.79,127.48,Item_714,5.0
cust_00000022,2024-10-28 14:48:42.517434,1,888.5,71.24,817.26,671.2,217.3,Item_258,9.0
cust_00000023,2025-01-19 14:48:42.517487,1,384.41,46.75,337.66,231.82,152.59,Item_811,4.0
cust_00000024,2025-02-16 14:48:42.517560,2,8098.0,500.07,7597.93,5125.82,2972.18,Item_129,81.0
cust_00000024,2025-07-20 14:48:42.517588,1,1748.94,77.83,1671.1,1237.99,510.95,Item_607,17.0
cust_00000024,2025-04-17 14:48:42.517609,1,1679.86,88.62,1591.25,1328.16,351.7,Item_51,17.0
cust_00000024,2025-08-13 14:48:42.517630,2,1273.75,18.1,1255.66,808.92,464.83,Item_30,13.0
cust_00000024,2025-05-21 14:48:42.517649,1,3200.5,628.28,2572.21,2266.32,934.18,Item_803,32.0
cust_00000024,2025-01-28 14:48:42.517668,2,946.69,174.55,772.14,573.02,373.67,Item_43,9.0
cust_00000024,2024-12-04 14:48:42.517689,1,3106.88,441.84,2665.04,2165.49,941.39,Item_556,31.0
cust_00000024,2025-03-28 14:48:42.517710,2,432.78,41.04,391.73,337.18,95.6,Item_963,4.0
cust_00000024,2024-11-06 14:48:42.517729,2,2308.32,163.75,2144.57,1624.83,683.49,Item_3,23.0
cust_00000024,2025-08-19 14:48:42.517749,1,566.63,27.0,539.63,443.82,122.8,Item_419,6.0
cust_00000024,2025-08-27 14:48:42.517768,3,1452.17,93.34,1358.83,925.22,526.95,Item_951,15.0
cust_00000024,2024-10-15 14:48:42.517788,1,1174.18,110.42,1063.76,863.15,311.03,Item_230,12.0
cust_00000024,2025-06-22 14:48:42.517808,3,1561.59,23.92,1537.67,959.11,602.48,Item_159,16.0
cust_00000024,2025-01-13 14:48:42.517828,2,650.71,28.17,622.53,393.93,256.78,Item_902,7.0
cust_00000024,2025-06-06 14:48:42.517847,4,1416.31,73.27,1343.04,1054.17,362.14,Item_988,14.0
cust_00000024,2025-01-26 14:48:42.517868,1,1565.35,82.01,1483.34,1064.28,501.08,Item_794,16.0
cust_00000024,2024-10-23 14:48:42.517887,5,1579.38,20.48,1558.9,1105.87,473.51,Item_614,16.0
cust_00000025,2025-07-04 14:48:42.517937,1,281.23,17.76,263.47,212.17,69.06,Item_333,3.0
cust_00000025,2025-02-09 14:48:42.517970,4,1067.98,159.32,908.65,701.12,366.86,Item_861,11.0
cust_00000026,2025-01-20 14:48:42.518022,1,1388.6,265.86,1122.74,945.3,443.3,Item_127,14.0
cust_00000026,2025-06-25 14:48:42.518050,3,483.1,20.16,462.93,327.39,155.71,Item_768,5.0
cust_00000026,2024-11-11 14:48:42.518071,4,1113.55,124.67,988.87,783.8,329.75,Item_292,11.0
cust_00000026,2025-05-27 14:48:42.518093,1,264.59,10.52,254.07,204.06,60.53,Item_193,3.0
cust_00000026,2025-04-03 14:48:42.518113,2,3445.28,658.62,2786.66,2308.34,1136.95,Item_215,34.0
cust_00000026,2025-08-27 14:48:42.518134,2,61.66,3.83,57.83,44.89,16.76,Item_839,1.0
cust_00000026,2025-04-25 14:48:42.518154,3,5117.61,747.66,4369.95,3397.86,1719.75,Item_387,51.0
cust_00000026,2025-09-03 14:48:42.518177,2,656.68,13.23,643.45,468.95,187.73,Item_443,7.0
cust_00000027,2024-10-27 14:48:42.518230,2,127.44,15.4,112.04,95.14,32.31,Item_839,1.0
cust_00000027,2025-06-04 14:48:42.518259,1,77.94,6.7,71.24,48.19,29.74,Item_638,1.0
cust_00000028,2024-11-09 14:48:42.518313,4,48.16,9.54,38.61,32.52,15.64,Item_917,0.0
cust_00000029,2025-05-22 14:48:42.518368,2,685.36,30.75,654.61,512.91,172.45,Item_418,7.0
cust_00000029,2025-05-14 14:48:42.518397,2,156.39,26.93,129.46,96.82,59.57,Item_727,2.0
cust_00000030,2025-01-06 14:48:42.518447,1,1843.93,256.25,1587.68,1266.73,577.2,Item_688,18.0
cust_00000030,2025-08-03 14:48:42.518476,4,426.86,73.4,353.46,261.03,165.83,Item_903,4.0
cust_00000030,2025-06-08 14:48:42.518510,4,110.48,1.58,108.9,66.99,43.48,Item_234,1.0
cust_00000030,2024-12-29 14:48:42.518535,1,274.83,3.35,271.49,200.15,74.68,Item_99,3.0
cust_00000031,2024-10-11 14:48:42.518590,1,1543.19,118.41,1424.79,993.37,549.82,Item_923,15.0
cust_00000031,2025-05-14 14:48:42.518617,1,732.91,97.81,635.1,450.44,282.48,Item_945,7.0
cust_00000031,2025-09-16 14:48:42.518637,3,2810.41,515.21,2295.2,2147.15,663.26,Item_654,28.0
cust_00000031,2025-08-01 14:48:42.518656,1,1832.97,229.53,1603.44,1401.35,431.61,Item_12,18.0
cust_00000031,2024-10-19 14:48:42.518675,1,825.68,93.86,731.83,512.36,313.32,Item_887,8.0
cust_00000031,2025-05-21 14:48:42.518694,1,1575.16,139.85,1435.31,959.46,615.69,Item_407,16.0
cust_00000031,2025-03-15 14:48:42.518713,1,4241.29,111.56,4129.73,2581.54,1659.75,Item_162,42.0
cust_00000031,2024-10-02 14:48:42.518732,3,2521.32,193.52,2327.81,1813.24,708.08,Item_873,25.0
cust_00000031,2024-09-23 14:48:42.518751,3,417.39,43.74,373.64,256.99,160.39,Item_62,4.0
cust_00000031,2025-09-04 14:48:42.518773,1,1518.0,23.06,1494.94,1023.42,494.58,Item_862,15.0
cust_00000031,2024-12-09 14:48:42.518792,1,1317.32,196.28,1121.04,1048.84,268.48,Item_979,13.0
cust_00000031,2025-06-22 14:48:42.518811,2,1292.83,134.76,1158.07,966.33,326.5,Item_851,13.0
cust_00000031,2024-12-30 14:48:42.518830,1,807.21,58.56,748.65,599.56,207.64,Item_779,8.0
cust_00000031,2025-04-23 14:48:42.518850,4,1357.17,255.57,1101.6,1055.56,301.61,Item_425,14.0
cust_00000031,2025-06-13 14:48:42.518869,2,1372.45,192.22,1180.23,877.15,495.3,Item_57,14.0
cust_00000031,2025-01-02 14:48:42.518887,4,1502.0,243.51,1258.49,1060.36,441.64,Item_321,15.0
cust_00000031,2024-11-17 14:48:42.518906,3,968.43,93.94,874.49,704.62,263.82,Item_24,10.0
cust_00000031,2025-03-13 14:48:42.518925,2,4821.64,403.48,4418.16,3766.42,1055.22,Item_599,48.0
cust_00000032,2024-12-06 14:48:42.518977,1,21.98,0.15,21.83,16.38,5.6,Item_38,0.0
cust_00000033,2024-11-26 14:48:42.519036,1,537.56,84.0,453.55,376.2,161.36,Item_469,5.0
cust_00000034,2025-09-08 14:48:42.519090,2,1957.76,106.51,1851.26,1407.14,550.62,Item_808,20.0
cust_00000035,2025-09-16 14:48:42.519143,4,996.08,62.73,933.35,664.51,331.57,Item_80,10.0
cust_00000035,2025-09-03 14:48:42.519172,3,437.74,23.96,413.78,336.54,101.2,Item_826,4.0
cust_00000035,2025-05-28 14:48:42.519194,2,100.53,2.39,98.14,79.82,20.71,Item_331,1.0
cust_00000036,2025-01-16 14:48:42.519241,2,170.04,33.79,136.25,121.24,48.79,Item_620,2.0
cust_00000036,2025-04-04 14:48:42.519279,4,629.93,29.59,600.34,464.7,165.23,Item_788,6.0
cust_00000036,2025-04-20 14:48:42.519301,4,149.63,27.29,122.34,105.13,44.5,Item_435,1.0
cust_00000036,2025-06-07 14:48:42.519322,1,189.2,5.92,183.28,133.28,55.92,Item_441,2.0
cust_00000036,2025-08-30 14:48:42.519344,3,465.83,83.08,382.75,334.03,131.8,Item_35,5.0
cust_00000036,2024-10-29 14:48:42.519368,1,277.59,27.55,250.04,207.06,70.53,Item_862,3.0
